D_floorTAGround,D_Demand,D_MaxCl,D_NeutralDepth,D_sd1,D_td0,D_sds,D_patitionwall,D_nonstructure,D_Ty,D_windows,D_Tx,D_I,D_475Acc,D_basintype,D_CLlarge,D_CLsmall,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_Dbuild,D_Y3brickwall,D_StructureSystem_RC,D_Y4brickwall,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_isR
,0.24,0.45,4.5,,1.6,0.6,1.0,1.0,23.30459704948133,1.0,0.64,1.25,0.24,4.0,3.0,,19.1,4106791.16438942,1129950.0,4340.8,228.8274835115185,4199.043654581677,2800.0,2017.0,,,2050396.7156572207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,4.0,4354.905689411455,5.0,9300.0,45.0,91800.0,1.0,1800.0,,,79726.85697765739,1
,0.33,0.03,2.4,0.7305875766294404,0.9,0.82,1.0,0.0,57.80934954324204,1.0,,1.25,0.33,3.0,0.0,3.0,10.8,2930756.547174515,174226.4,1306.7,243.56378281167733,2724.025789724837,2800.0,,,1.0,2047162.809492806,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,,20.0,36000.0,0.0,,,,,1
,,0.09,,0.5018415100157578,0.68,0.8,1.0,1.0,46.81341739509672,1.0,0.33,1.25,,2.0,,2.0,7.2,3010749.7402391,,855.0,21.936943683558752,2622.513719688164,2800.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,2.0,1329.6034304487516,,,20.0,38500.0,0.0,,,,88628.81615139492,1
0.0,0.24,0.21,10.5,,1.3,0.6,1.0,0.0,27.202488767753145,,0.46,1.25,0.24,4.0,0.0,7.0,12.3,2024565.9380116872,821400.0,4107.0,,2607.325065892034,2520.0,1903.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4434.278305485032,25.0,,44.0,69012.0,0.0,,30240.0,,145152.29999704903,1
,,,,,,,1.0,1.0,62.2871628187434,2.0,0.42,1.25,0.31,3.0,0.0,3.0,10.8,5064708.000115162,,2195.61,240.2459215846387,2845.298242293943,2800.0,,,0.0,1009443.1502558432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,2.0,2440.369480725969,21.0,,38.0,,8.0,7680.0,,,31913.39106882512,1
,0.29,0.15,4.0,0.5978406394669474,,,1.0,1.0,,1.0,0.42,1.25,0.29,3.0,0.0,3.0,10.8,2307724.052493914,899820.0,2999.4,188.32850723368625,2703.195101761959,2800.0,2000.0,,1.0,1220878.3784680984,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,2.0,3337.542692978381,,,,66000.0,,,,14880.0,45080.8366368596,1
0.0,0.24,0.06,,0.8304014039235286,1.3,0.6,1.0,0.0,80.03881567088665,1.0,0.51,1.25,,,4.0,0.0,3.52,2667069.841425067,640452.0,2134.84,279.4252133305845,2967.6113033978745,,,,1.0,2292979.025602093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1354.0336114193474,8.0,15525.0,12.0,22050.0,10.0,18000.0,,,103597.00962264415,1
,0.29,0.18,2.1,0.4947882219611398,0.75,0.72,1.0,1.0,107.03243010333776,1.0,0.42,1.25,,3.0,,3.0,10.95,,221850.0,1479.0,149.0274172755276,4108.42042536833,2800.0,1901.0,,1.0,2862715.130635781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,3.0,1168.1330085134218,11.0,22000.0,28.0,50600.0,7.0,,,28320.0,156261.72854018823,0
0.0,0.26,0.09,2.7,,0.68,0.66,1.0,0.0,100.49102056385208,1.0,0.31,1.25,0.26,2.0,0.0,3.0,11.6,3336683.674698281,416700.0,1389.0,391.8882080589852,2716.287181982103,2800.0,1932.0,,1.0,2512663.049711571,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,3.0,,13.0,,23.0,43760.0,6.0,8400.0,,,57111.40286733978,0
0.0,0.34,0.03,3.9,0.5868461422179551,0.7,,1.0,1.0,90.17741134343832,1.0,0.3,1.25,,2.0,0.0,6.0,7.0,3965073.383773539,169537.5,1507.0,22.46201403800859,2960.821022319232,2800.0,2009.0,,,1373691.6394937234,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2567.3216718566337,0.0,,52.0,62400.0,9.0,8640.0,,34560.0,118424.00232737268,1
0.0,0.32,0.02,4.2,,0.85,1.02,1.0,,83.67991846376235,1.0,0.42,1.25,0.24,4.0,0.0,3.0,13.5,2688113.073332029,174550.0,,288.4357085440271,2982.1122664107056,2800.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,1.0,0.0,0.0,,2.0,1794.598315575653,10.0,,7.0,,0.0,3600.0,,14520.0,80095.56069395634,1
0.0,0.26,,2.3,0.4988940715488698,0.68,0.66,1.0,0.0,96.37959342660496,1.0,,1.25,0.26,,0.0,,,1895957.7142097056,121560.3,,216.77213006731492,,2800.0,1943.0,,1.0,696451.5731276539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,,3.0,3675.0,6.0,,,,,,154836.2484313481,1
,,,,,,,1.0,2.0,30.261726144234064,2.0,0.3,1.25,0.32,3.0,0.0,3.0,10.8,1504513.5132976023,525150.0,2100.6,50.532953717643,4135.662740644982,2800.0,1952.0,,,2772903.4293638994,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2765.972130972442,,33250.0,,106400.0,4.0,4800.0,14344.0,10164.0,102645.92901979008,1
,0.24,0.15,,0.574477788963258,0.99,0.6,1.0,0.0,94.97532023279736,1.0,,1.25,,3.0,0.0,8.0,,,2037500.0,8150.0,,2828.8087264990854,2800.0,2010.0,,1.0,1668693.68981773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,4.0,7377.92668996475,0.0,,76.0,119700.0,,,,24240.0,,1
67.5,0.28,0.02,4.0,,,0.7,,1.0,,1.0,,1.25,,2.0,,8.0,7.2,4298784.26033523,585000.0,1950.0,45.23307723728632,2926.377390099845,2800.0,,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,839.7290852746537,0.0,,62.0,74400.0,10.0,10000.0,,17280.0,28118.8990477722,1
0.0,,,,0.6207996012754832,1.05,,,1.0,96.41781084630456,1.0,0.42,1.25,0.24,4.0,0.0,4.0,10.8,4067892.31504322,130180.0,,45.06889039926341,2706.61653270167,2800.0,1927.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,2.0,,0.0,,,,3.0,2880.0,,,54870.18109805227,1
,0.24,0.06,3.5,0.7202435331753817,0.77,0.6,,,4.585855420239688,,0.32,1.25,0.24,,0.0,,3.5,5579085.13432932,332827.5,4371.92,60.98436719067547,2756.7958250569563,,1937.0,,1.0,1125483.9966445644,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2745.192029468948,0.0,19950.0,40.0,61200.0,4.0,1920.0,,,38470.046624349736,1
0.0,0.32,0.19,5.0,0.52397010752765,0.68,0.8,1.0,0.0,,1.0,0.82,1.25,0.32,2.0,,2.0,5.1,,,,25.46855487947573,2965.4922051167227,2800.0,1900.0,5040.0,,1618759.1359279533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,2.0,,4.0,2880.0,,,0.0,,,,120616.86361386027,1
,0.26,0.04,,0.4768828060378066,0.74,0.66,1.0,1.0,15.26853352444062,1.0,0.43,1.25,,2.0,0.0,3.0,11.1,4969351.326655151,,,200.8765131226964,2888.213267630334,2800.0,1943.0,,1.0,2024207.4646678304,,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,10.0,28000.0,0.0,,6500.0,,136560.1598445453,0
305.63,0.39,0.08,4.8,0.6183126044301044,0.68,0.98,1.0,1.0,70.69561483425456,1.0,0.43,1.25,0.39,,0.0,,,3322242.5806609504,251486.2,1357.94,199.887081975922,2744.585644069615,2800.0,1955.0,,0.0,835970.7883311356,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,3.0,,11.0,,22.0,,0.0,,,,143163.1310132268,1
0.0,0.22,0.99,3.5,,0.81,0.55,1.0,,13.220123696541735,1.0,0.31,1.25,0.22,2.0,,1.0,7.2,3055951.4283144027,141323.72,,12.179250688384172,2782.367497868533,2800.0,1892.0,,1.0,931294.239241528,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,6.0,3600.0,12.0,18000.0,0.0,,,,95506.08293767027,1
,0.44,0.02,8.3,0.6244223096389189,0.63,0.77,1.0,1.0,36.85258441013765,1.0,0.25,1.25,,4.0,0.0,3.0,18.5,3684541.716482927,371212.5,1755.8,230.13264503554265,2589.673467144939,2800.0,1958.0,,1.0,545689.5575375082,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,3927.0,22.0,34650.0,,6250.0,,9960.0,157500.12130633154,1
464.0,0.4,0.06,,0.6131334805069385,0.56,1.0,1.0,2.0,64.4514121171653,1.0,0.39,1.25,0.4,1.0,0.0,5.0,15.35,2091345.484916948,168325.0,1439.4,161.10127025579695,4394.127133792877,2800.0,1972.0,,1.0,1902847.343789189,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1148.4008352196988,8.0,12600.0,26.0,51853.0,0.0,,,,137861.5157675423,1
270.94,0.31,0.17,4.0,0.6210812096212501,0.83,0.77,1.0,0.0,25.3894979799112,1.0,0.31,1.25,,3.0,0.0,4.0,,2938472.520910102,,1141.76,44.06433616478069,2292.712059702341,2400.0,2004.0,6240.0,0.0,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1307.8040911151454,0.0,,22.0,48400.0,4.0,,,,38083.18973517594,1
,0.33,0.0,,,,,1.0,1.0,,1.0,0.33,1.25,0.35,,0.0,,8.0,,317500.0,1270.0,,2727.634554015907,,1909.0,,0.0,2115030.18829554,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1660.5991006993456,21.0,,51.0,45900.0,7.0,6300.0,,,27371.15411971265,1
,,,,,,,0.0,,95.93751769941896,0.0,0.37,1.25,,1.0,0.0,4.0,3.6,,686256.0,1893.12,361.7710626584758,2915.8954401520887,2800.0,1910.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,2971.3604728856,0.0,,,60500.0,0.0,,,,58304.621759038506,0
600.03,0.24,,,0.7879794538589688,1.3,,1.0,1.0,73.8093877363155,1.0,0.55,1.25,0.24,,7.0,,,4477364.789301839,555303.5,2338.12,260.1937120299533,2747.6614829011123,2800.0,1908.0,,,4358147.061215306,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1471.064316974092,0.0,,22.0,64350.0,0.0,,,,,1
,0.31,0.06,3.0,,0.96,1.14,0.0,2.0,87.18712909214604,1.0,0.42,,0.24,,0.0,3.0,15.0,4562129.721992541,164529.0,,311.78907358174223,,2800.0,2007.0,,,1437438.4405433116,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2643.76641287342,,8875.0,34.0,42000.0,4.0,,,,54919.661000076536,0
538.0,,0.09,,0.3404086505388127,0.5,,1.0,1.0,57.31183037297748,,0.26,1.5,0.28,1.0,0.0,2.0,,1720769.2861700198,296450.0,1078.0,230.5495435700889,4176.39924953024,2800.0,1904.0,,1.0,971143.6369759322,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,,2.0,1534.5803355782111,,15079.64,24.0,48000.0,0.0,,,,45126.84486996941,1
,0.28,,5.5,0.5285251302911153,0.74,0.7,0.0,,,1.0,,1.25,0.28,,2.0,2.0,7.2,2056238.6567760136,,1332.4,7.182733765214323,2780.776215173141,2800.0,1987.0,,1.0,896271.8492853006,0.0,0.0,0.0,0.0,0.0,,447.84089999536377,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,0.0,,44.0,,3.0,,,11520.0,106546.5840882996,1
0.0,0.32,,1.4,0.4641632010807534,,,,0.0,49.05193602310821,1.0,0.21,,0.32,,3.0,0.0,6.6,,,,43.63191939521556,2642.9699182350478,2800.0,,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,,,2.0,,,,,1
,,,,,,,1.0,0.0,58.99971613173664,2.0,0.3,1.25,,2.0,0.0,2.0,7.05,,,,92.37498409201672,2936.3540359840117,2800.0,,,0.0,2169179.082008854,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,10.0,,2.0,2000.0,,,121155.26078092796,1
0.0,0.22,,,0.4708488748385273,0.87,0.55,1.0,1.0,,1.0,0.28,1.5,0.22,2.0,5.0,1.0,6.45,1958940.3477244228,,,255.40633922657415,2597.204337001312,2800.0,2017.0,,1.0,2089627.6235996387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1483.4679925394278,0.0,,,,2.0,2400.0,,,27759.64477002117,1
59.69,0.36,0.03,3.7,0.7869251143397481,0.86,0.91,1.0,0.0,58.77892569477916,1.0,0.47,,0.36,3.0,0.0,3.0,12.8,1440950.101290918,470488.7,2728.8,370.3398425771557,4164.376082176186,2800.0,1988.0,,1.0,2279300.639756675,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,,0.0,2.0,3077.1731771052264,0.0,,58.0,271747.78,,,,,,0
,0.39,0.13,6.62,0.7065095014445373,0.68,0.98,1.0,2.0,102.70706686689788,1.0,0.42,1.25,0.39,2.0,0.0,3.0,10.8,4693065.78323484,698085.0,2326.95,166.54114356791968,2994.310743740541,2800.0,,,1.0,1497706.4727110558,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,1937.0248799354636,0.0,,40.0,56000.0,13.0,10465.0,,28800.0,,1
,0.38,0.8,4.15,0.6944522641750668,0.7,,1.0,,103.88766418139524,,0.3,1.25,0.38,2.0,1.0,1.0,7.0,,201190.0,1463.2,7.684825067097677,2618.4282032194324,2800.0,1908.0,40800.0,1.0,2424983.252678096,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,2643.76641287342,4.0,7800.0,24.0,,18.0,,,,91806.25260506748,1
,0.28,0.18,1.1,,0.74,0.7,,2.0,93.43506335209352,,0.22,1.25,0.28,2.0,0.0,2.0,7.1,5660237.502981061,222075.0,987.0,185.5162932931757,2678.147335621582,2800.0,2005.0,,,2620843.9853506032,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,20.0,,,,,25920.0,93454.53094170698,1
0.0,0.45,0.0,0.1,0.7427118841106032,0.63,,,,25.10763816850592,1.0,0.12,1.25,0.45,1.0,0.0,1.0,3.2,5424694.675294169,,,,2838.620277140428,2800.0,,,0.0,2428464.3137929644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,919.159369832314,0.0,,10.0,,0.0,,,,77153.4431903415,1
406.3,0.34,0.12,,0.6710162085725871,0.84,0.84,,1.0,22.78645950518826,1.0,0.47,1.25,,3.0,,4.0,10.8,7228194.675267516,411859.0,1765.11,239.89203213525508,4092.745982536463,2800.0,1993.0,,1.0,1278422.1820399724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,,14.0,28000.0,10.0,20000.0,,,46565.996564638495,1
,,0.08,4.5,0.4592771323625596,0.68,0.8,1.0,0.0,,1.0,0.34,1.25,0.24,3.0,4.0,1.0,10.5,4508712.343188114,210650.0,1887.33,237.35908641413815,2748.031701497566,2190.33,1865.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3236.944345660735,0.0,,24.0,84400.0,4.0,4500.0,,,88043.10095513097,1
,0.34,,0.5,0.5198681174473982,0.64,0.86,,,107.29838669300872,,,,0.34,1.0,,2.0,7.2,,,,236.6376051620649,,2800.0,1911.0,,1.0,2494632.348572064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,1.0,1370.4238226775967,0.0,,9.0,,0.0,,,,,1
0.0,,0.06,4.0,0.8975334747476472,0.82,1.08,1.0,1.0,16.40282727917898,1.0,0.31,1.25,0.43,3.0,,5.0,,5628830.460513361,199800.0,666.0,123.50330056610916,2776.6033616377345,2800.0,1990.0,,0.0,2131763.683895978,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,12.0,14400.0,24.0,30900.0,6.0,,,,38087.18056293219,1
,,,,0.467287366328593,0.68,0.66,1.0,0.0,75.70410552833282,2.0,0.33,1.25,0.26,2.0,0.0,6.0,,6550134.637840554,390180.0,1300.6,36.02645950082308,2662.6248409299915,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,2209.7007455887697,13.0,29750.0,48.0,112800.0,0.0,,,,140481.66344839014,1
0.0,0.2,,1.0,,0.6,0.5,1.0,0.0,104.90800187972025,1.0,0.31,1.25,,1.0,4.0,0.0,7.2,1806263.8984447976,366000.0,1220.0,203.0135851239232,,2800.0,,,0.0,2241368.170077864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,42.0,50400.0,0.0,,,43200.0,61644.9202979808,1
,,,3.9,0.751136219467672,1.3,0.6,1.0,1.0,105.58223897949983,1.0,0.42,1.25,0.24,4.0,13.0,,,4325601.626621154,1645972.5,4455.33,348.5020154360849,4321.618984998442,2800.0,1954.0,,1.0,2980855.2978892634,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,4.0,6002.235237595367,,,28.0,58000.0,0.0,,,,285213.8039540145,0
,,0.02,2.1,0.6940140410022202,0.9,0.82,1.0,,27.03145956318508,1.0,0.22,1.25,0.33,3.0,,2.0,7.2,4795824.983573869,,,227.90041802451395,,2800.0,2022.0,,1.0,664165.7083513499,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1168.6239209397766,0.0,,14.0,,,,,,118148.1951503202,1
,0.22,,1.0,0.4933790262806125,0.74,0.86,1.0,0.0,23.443767563934387,,0.52,1.25,,2.0,0.0,,16.6,2283154.064486834,820800.0,7055.05,310.5302158828717,2756.334302494247,2800.0,,,0.0,,,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,3.0,8370.61860396583,,,24.0,58500.0,0.0,6000.0,,,133375.10145848256,0
0.0,0.31,,4.3,0.6068440349232027,,0.77,1.0,0.0,,1.0,0.31,1.25,0.31,3.0,0.0,2.0,7.2,6164246.522853395,179340.0,597.8,80.63751701542225,2729.3887792961677,2800.0,1950.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1079.2586069107615,7.0,6720.0,14.0,,4.0,3840.0,,26760.0,68366.2980732432,1
0.0,0.4,0.04,1.9,0.6770084599534417,0.74,0.6,1.0,2.0,88.73260289622023,1.0,0.57,1.25,,,0.0,3.0,,3304110.713960519,619800.0,3081.0,43.76959660794677,2590.2875037366857,2800.0,2010.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1710.6862444439084,,,,,0.0,,,,26616.056531259062,0
0.0,0.35,0.07,,0.7836944963838887,0.87,0.89,1.0,1.0,32.890611573847345,,0.15,1.25,,,0.0,1.0,4.3,3978010.142950973,138500.0,554.0,206.871782355136,2602.2573797620544,2800.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,40800.0,0.0,,,,98440.90141130364,1
,0.2,0.15,5.0,0.2810685948916218,0.6,,1.0,,,1.0,0.5,1.25,0.2,1.0,0.0,4.0,16.35,1820154.451056806,1242505.5,4705.24,30.82679743004806,2876.6347484282824,2800.0,2008.0,,1.0,1770499.3046748894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,4.0,,9.0,,41.0,124025.0,3.0,9075.0,,4800.0,84100.97514157268,0
0.0,0.26,0.23,8.1,0.482438493930183,0.68,0.66,1.0,,,1.0,0.34,1.25,0.26,2.0,4.0,4.0,8.2,3573971.0024273265,,,302.27400784419456,2999.965867005678,2800.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,662.6644166148458,12.0,18000.0,26.0,35400.0,12.0,16200.0,,,80213.24171290282,1
,,0.09,,0.4513322591222797,0.82,0.55,1.0,1.0,91.89411017392082,,0.66,1.25,,2.0,0.0,6.0,18.6,,,,31.870515436024107,4260.688922273408,2800.0,1901.0,,1.0,2386217.990110902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,13322.113624350415,,,101.0,303000.0,,,,,67368.48011392532,1
,0.45,0.07,5.3,0.7769702439179562,0.69,1.14,1.0,,73.81330696658247,1.0,0.32,1.25,0.45,,,6.0,7.6,2199487.003241754,265275.0,672.43,383.5482405048372,4281.120057435093,2800.0,1940.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,20.0,60000.0,0.0,,,,,1
,0.31,0.76,,,,,0.0,1.0,107.08306748855608,,0.19,1.25,0.43,,0.0,2.0,5.92,1466070.8270815143,327600.0,1203.0,332.1891209399289,2740.795898292406,2800.0,2020.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,,26.0,,2.0,,,,145649.05636980906,0
0.0,,0.03,3.6,,0.64,,,1.0,87.92857235637045,1.0,0.55,1.25,0.32,4.0,0.0,4.0,10.8,5154082.831496131,1235135.0,1687.0,231.87976170426617,2617.472338698317,2800.0,1913.0,,,2418477.4901203057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3778.065228574501,0.0,,51.0,126000.0,0.0,,,,45764.81653489251,1
0.0,0.22,0.19,2.0,,0.89,0.55,1.0,1.0,91.03770382722996,,0.41,1.25,,,0.0,,16.4,,1194011.0,3532.16,339.8869855524487,4196.282351916871,2800.0,1970.0,,1.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,3.0,,30.0,,0.0,,6.0,,21720.0,28836.0,,0
0.0,,,4.7,0.5030975973268752,,,,1.0,55.22258245265906,1.0,0.19,1.25,,,,1.0,,,,,164.18695504166226,2934.38551777082,,1927.0,2060.0,1.0,2748164.350140851,0.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,23.0,45000.0,2.0,,,,115840.17611365308,0
360.3,0.24,,6.4,0.9539720863670894,1.6,0.6,,1.0,15.786332021704183,1.0,0.64,1.25,,4.0,15.0,1.0,18.45,,597931.25,1708.38,,4225.698942814393,2800.0,1909.0,,,2833409.431032157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,5.0,9963.5,,24200.0,3.0,1728.0,,,120687.47583493635,1
665.0,0.24,,4.3,0.8230382292364418,1.3,,1.0,1.0,20.192088324578062,,0.64,1.5,,4.0,5.0,5.0,19.7,5602909.929105663,883382.0,3146.83,224.7526016943333,4026.509790148416,2800.0,1945.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2341.968933974486,0.0,,29.0,90975.0,0.0,,,,128079.11717826716,1
0.0,,0.07,2.1,0.5064223504402313,0.74,0.66,,0.0,,1.0,,1.25,0.26,,0.0,2.0,7.2,2587472.6399688497,,,316.4276792099288,,2800.0,2001.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1331.3508165719015,0.0,,,27000.0,0.0,,,,34978.36665780516,1
0.0,0.24,0.13,5.2,0.8195430079660596,1.3,,1.0,1.0,51.45764799437868,1.0,0.39,1.5,0.24,4.0,0.0,3.0,9.85,,1813875.0,3627.75,63.81816018755028,,2800.0,2001.0,,,2034418.873486964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,3.0,,,,56.0,159050.0,0.0,,,,154121.84787730753,1
0.0,,0.02,2.5,0.6152008134545877,0.83,0.77,1.0,0.0,31.476873139987035,1.0,0.17,1.25,0.31,3.0,0.0,3.0,5.2,,,,58.43696092610958,2663.3248086705885,2800.0,1985.0,6360.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,2.0,603.9198330882241,0.0,,13.0,,0.0,,,21000.0,43731.543172368256,1
,0.47,0.02,3.0,,,,1.0,1.0,,1.0,0.32,1.25,0.45,2.0,0.0,2.0,6.0,,,,167.3930773832303,,2800.0,2001.0,,0.0,1584279.4651834469,0.0,0.0,0.0,,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,927.1077964726372,,,24.0,17142.0,0.0,,,,72043.91612652846,1
0.0,0.45,0.03,2.5,0.8325621451193453,0.69,1.14,,0.0,80.32557747408569,1.0,0.22,1.25,0.45,,,2.0,7.3,4882837.086618288,,,75.31571720791817,3009.0806557593137,2800.0,1882.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,869.041072360671,,,6.0,,2.0,1920.0,,,,1
