D_floorTAGround,D_Demand,D_MaxCl,D_NeutralDepth,D_sd1,D_td0,D_sds,D_patitionwall,D_nonstructure,D_Ty,D_windows,D_Tx,D_I,D_475Acc,D_basintype,D_CLlarge,D_CLsmall,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_Dbuild,D_Y3brickwall,D_StructureSystem_RC,D_Y4brickwall,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_isR
0.0,0.35,0.02,2.8,,,,1.0,0.0,66.1126255295899,1.0,0.1,1.25,0.28,1.0,0.0,1.0,,3631871.495122057,,,,1785.2901216819548,1800.0,,17304.0,,,0.0,,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,599.9679733018763,0.0,,,,6.0,3456.0,,20160.0,73328.84431863848,0
445.5,0.37,0.04,5.0,0.5828093495203661,0.64,0.93,1.0,,5.659415079284351,1.0,,1.25,0.37,1.0,0.0,4.0,11.1,,346500.0,1485.0,67.20780559754382,2735.215037653976,2800.0,,,1.0,2270356.186275966,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,11.0,22275.0,22.0,59400.0,0.0,,,,,1
0.0,0.22,0.26,,0.4405879601685372,0.82,0.55,,0.0,38.28989811215247,,,1.25,0.22,2.0,,2.0,6.9,3952428.3985406095,263169.0,1169.64,,2985.182126085845,2800.0,,,0.0,1432468.4956146453,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,2363.93052635185,2.0,,40.0,48000.0,0.0,,,,129958.6256207583,1
,0.31,0.02,7.7,0.6300264132829932,0.83,,1.0,2.0,85.68691147006857,1.0,0.22,1.25,,3.0,0.0,1.0,,,,,63.884000830055896,2291.6434518878555,2400.0,1957.0,,0.0,2683231.26190918,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,24.0,50400.0,0.0,,,,94658.86519432746,1
,,0.04,3.4,,0.83,0.75,1.0,,89.6765103126375,1.0,0.22,1.25,0.31,2.0,0.0,10.0,7.6,1658702.305413186,541200.0,3822.59,237.99668133047163,2708.6492234540738,,1932.0,,1.0,1738387.2945012937,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4505.0328058539535,,,,,11.0,,,,154085.88047957385,0
0.0,0.41,,3.5,0.8225336642562939,0.78,1.02,1.0,0.0,89.45157377629339,1.0,0.42,1.25,0.41,2.0,0.0,4.0,10.95,5469601.715474512,555750.0,,88.01898533346778,,2800.0,2021.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,46.0,101200.0,,12500.0,,,51389.92329515402,1
0.0,0.32,,0.5,0.6870661578988709,0.84,0.8,1.0,,55.79206997648277,1.0,,1.25,,3.0,,4.0,15.15,,242442.0,808.14,189.60106881891184,2901.855361880328,2800.0,1997.0,31380.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,4.0,9480.0,14.0,32450.0,0.0,,,9600.0,156968.56846278056,1
,0.24,0.05,7.5,0.8166873326049084,1.3,0.6,1.0,2.0,24.60362009173853,1.0,0.53,1.25,0.24,,0.0,5.0,15.0,4609651.242599337,,4184.0,59.02083064906843,2632.2872834536115,2800.0,1890.0,,1.0,565633.7984306025,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,0.0,,48.0,75600.0,2.0,2500.0,,,61337.06431761771,1
0.0,0.28,,5.2,,1.05,0.6,1.0,1.0,21.11897061921273,1.0,0.36,1.25,0.28,4.0,0.0,6.0,10.8,4481250.798690778,207000.0,690.0,251.820032481607,2535.985084852492,2450.0,,30240.0,1.0,2861743.170775246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,,12.0,,2.0,2250.0,,,,1
225.0,,0.07,5.0,0.9124660516383144,1.6,0.6,,,,1.0,0.3,1.25,0.24,4.0,0.0,4.0,11.0,,,708.75,169.09843395658385,,2800.0,2021.0,,1.0,1562253.9638045295,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,12.0,,,,,,121056.22731444269,1
0.0,0.31,,0.0,,0.77,0.77,0.0,0.0,90.25039846358747,1.0,0.41,1.25,,3.0,,0.0,8.15,5748179.533723392,,,218.78711574252327,2608.273464834026,2400.0,1973.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,14.0,,0.0,,0.0,,,,118958.64239455725,1
415.54,0.24,0.19,2.78,0.514927084979702,0.9,0.6,1.0,1.0,95.02933689247796,1.0,0.33,1.25,1.0,3.0,0.0,7.0,12.25,1333474.50546024,1889890.0,3818.6,218.32348375196145,2760.0550394589995,,2007.0,,1.0,1064601.7951278675,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4830.401438663512,30.0,54000.0,30.0,84000.0,0.0,,,,197480.89447098985,0
0.0,0.45,0.04,,1.0220109054040791,0.94,1.14,1.0,1.0,,1.0,0.31,1.25,,3.0,0.0,5.0,7.2,4064353.3413488823,270900.0,1806.0,69.7662625749872,2969.0920167479308,2800.0,,,0.0,544877.0512226257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2445.1741695385217,13.0,16200.0,24.0,37800.0,,,,,117509.21438401497,1
92.4,0.31,,3.73,0.6058855792663814,1.3,0.6,1.0,0.0,,1.0,0.23,1.25,0.26,2.0,1.0,5.0,7.35,,646050.0,1494.68,149.0274172755276,2720.7894822739527,3500.0,1962.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,0.0,,1877.2310572663123,,13650.0,25.0,291093.35,15.0,,,,87278.04577526485,0
0.0,0.24,0.05,3.4,0.7480641908528569,1.3,0.6,1.0,1.0,101.48318949504176,1.0,0.33,1.25,0.24,4.0,0.0,4.0,12.6,6220453.954226898,182028.0,606.76,21.33236214938981,2772.2055616292787,2800.0,2021.0,,1.0,1662056.2296998536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,4.0,,0.0,,8.0,,0.0,,,,91968.558643469,1
0.0,0.45,,3.2,0.8213955022988899,0.69,1.14,,,9.107849427203172,,0.26,1.25,0.45,,0.0,2.0,,2298653.574463147,169300.0,677.2,347.36663660615204,2601.7696694968645,2800.0,2021.0,,1.0,2013134.047206808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,5.0,,,28000.0,3.0,3000.0,,,138955.77699207672,1
0.0,0.24,,6.3,0.7914323748455191,1.3,,1.0,0.0,28.36689848590361,1.0,,1.25,0.24,4.0,,7.0,10.5,2441306.0813177223,137250.0,915.0,167.52015410487164,2905.082780502106,2800.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1965.9580453495837,,,22.0,,1.0,,,,,1
,,,,,,,1.0,1.0,11.690374856106484,,,1.25,0.24,3.0,0.0,2.0,14.8,,953450.0,3263.8,194.92782728771235,2961.6562751778483,2800.0,,,0.0,490316.9919090648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,4661.194993509456,0.0,,58.0,250000.0,0.0,,,,79787.91376955027,1
0.0,,0.06,,0.4795845712023444,1.35,0.7,1.0,0.0,,1.0,0.31,,0.28,1.0,0.0,2.0,,,239697.5,958.79,277.58965675101564,2729.693675831824,2800.0,1899.0,,0.0,1000721.997499777,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,,30.0,35136.3,6.0,7200.0,,,44241.060372712265,1
259.65,,0.05,7.8,0.498224223127758,,0.66,1.0,2.0,45.13333928981943,1.0,0.39,1.25,0.26,2.0,,5.0,,4182379.539660521,551897.0,2326.83,55.525885466638016,2397.8949281267915,2353.25,2020.0,21600.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,4.0,2330.383051438931,,,37.0,87600.0,,,9312.0,,136488.61272075563,1
466.84,,0.03,3.2,0.7677643351345612,0.68,,1.0,0.0,30.752027854731107,1.0,0.3,,0.24,3.0,0.0,4.0,10.8,1768001.1471868772,569000.0,1893.53,255.12586864825255,2743.925326153399,2800.0,1965.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1790.2045452766977,,,,,0.0,,,,93872.57064383832,1
,0.39,0.11,0.1,0.5938660735500699,1.05,1.02,1.0,,0.1484615152430143,1.0,0.37,1.25,0.28,2.0,0.0,3.0,12.2,5973729.512119092,1438800.0,1340.0,,3007.575690622637,2800.0,,2400.0,1.0,986732.6468947558,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2072.806710811521,26.0,69600.0,12.0,28800.0,0.0,,,,63903.85266422118,1
0.0,,0.14,3.62,0.5459847509577788,0.69,0.86,,,88.69244516668081,1.0,0.4,1.25,0.35,2.0,0.0,2.0,,2773319.4416789003,294600.0,982.0,5.651203880898606,2618.547507268229,2520.0,,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,2.0,,12.0,10800.0,24.0,32400.0,7.0,6300.0,,,,1
0.0,0.4,0.27,4.6,0.5557580817121294,0.56,1.0,1.0,1.0,91.93706486757512,1.0,0.42,1.25,0.4,1.0,0.0,4.0,10.8,,327648.0,1228.68,255.7686136613476,2413.255648110066,2800.0,1897.0,,1.0,2048738.899914383,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1230.7190209423363,7.0,8750.0,,47848.0,0.0,,,,120447.8390817776,1
,,,,0.6076741974079864,0.83,0.77,1.0,,105.12414164924265,1.0,0.34,1.25,0.31,3.0,0.0,3.0,8.2,4764247.264103438,,,256.20235773511195,2777.70684906362,2800.0,,45024.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1406.585447628555,4.0,8000.0,10.0,20000.0,0.0,,,,119883.17833371088,1
0.0,0.22,0.04,3.6,0.3154664512395345,,0.55,1.0,2.0,,1.0,0.13,1.25,0.22,2.0,0.0,1.0,3.6,1128744.0230827304,,,75.98769045980731,2803.7826426000765,2800.0,,,1.0,1115070.3877910771,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,677.1730385905969,0.0,,20.0,,0.0,,,,92199.05956272242,0
112.5,0.29,0.03,4.5,0.5639302994072531,,0.72,,,31.8809098761705,,0.35,1.25,0.29,3.0,0.0,9.0,10.8,6561087.564392649,506970.0,1689.9,69.10741475507118,2735.286042197105,2800.0,1995.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2818.4873809340643,0.0,,32.0,44800.0,10.0,9600.0,,10560.0,84823.5751487278,1
,0.37,0.12,5.0,0.6386084669378345,0.7,0.93,,1.0,,1.0,0.72,1.25,,2.0,0.0,6.0,24.0,1443431.0062842283,1483197.0,4943.99,60.84191898462575,,2800.0,2020.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,19.0,,19.0,76000.0,,,,,151578.3268465724,1
236.25,0.26,0.15,4.9,0.4422231615432004,0.74,0.66,1.0,0.0,93.38438614857148,1.0,0.41,1.25,0.26,2.0,0.0,4.0,,,523620.0,2246.4,113.57667498757948,2788.774484147332,2800.0,2015.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1089.2933006218243,0.0,,36.0,56910.0,0.0,,,,139844.76926501608,1
0.0,0.31,0.02,3.7,,0.77,0.77,1.0,1.0,70.32571728264438,,0.22,1.25,0.31,,0.0,2.0,7.2,,172000.0,1376.0,8.134401874705986,4187.545219974221,2800.0,2005.0,2976.0,,1709241.7954750322,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1482.31090154381,0.0,,34.0,61200.0,0.0,,,,,1
0.0,0.24,0.44,,0.651586668381709,0.83,,1.0,2.0,85.67988884840314,1.0,0.58,1.25,,3.0,0.0,4.0,15.35,6019101.515803507,473000.0,888.75,268.7550834358441,,2800.0,1941.0,,1.0,2559794.5008921623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1420.4638569515982,2.0,19050.0,,33500.0,0.0,2400.0,,,83217.42497875789,1
0.0,0.24,0.11,6.5,0.4897114581545391,1.3,0.6,1.0,0.0,69.99393147300682,1.0,0.52,1.25,0.28,3.0,,2.0,12.0,3238454.5118337497,,1774.8,281.2050624963305,2661.7351252166823,2800.0,2003.0,,,626352.8557599583,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6304.820779262411,,,33.0,47500.0,2.0,,,15720.0,54943.521060171886,0
100.98,0.31,0.1,,0.5725134161407335,0.77,,,1.0,11.9155735850138,1.0,0.45,,0.31,3.0,0.0,4.0,12.0,5456107.798236523,,722.89,271.2052640442548,2816.169674569185,2800.0,2017.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,7.0,,15.0,28250.0,1.0,,,59334.0,,1
0.0,0.32,,0.0,0.7014463622585088,0.84,0.8,1.0,1.0,16.47608531009418,1.0,0.31,1.25,0.32,3.0,,3.0,11.3,5209606.714973945,546000.0,,,,2800.0,2022.0,,1.0,1469845.6812956715,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,901.9251769694812,4.0,6400.0,27.0,57800.0,0.0,,,59796.0,114298.78305314122,1
475.57,0.26,0.04,,,0.68,0.66,1.0,1.0,97.99322446457911,1.0,,1.25,0.26,,0.0,8.0,,1995289.5387128585,,4458.4,84.8413635851362,,2800.0,1938.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,7.0,,0.0,,,91200.0,,,,,127424.50225632328,0
,0.44,0.07,3.0,0.8498091347228047,0.75,1.1,1.0,,21.61622298380304,2.0,0.22,1.25,0.44,,0.0,2.0,7.2,,,720.0,,2702.723353790285,2800.0,1965.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2.0,948.3539892385528,,,18.0,27000.0,0.0,,,,194551.27638314164,1
0.0,0.28,0.13,3.0,0.5072330300936496,0.74,,1.0,0.0,102.1515530885978,,0.31,1.25,0.28,2.0,0.0,2.0,7.2,5286886.642586807,275184.0,917.28,301.0008343973869,2870.2062152393337,2800.0,1950.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,20.0,,20.0,,0.0,,38400.0,,103595.38015623938,1
0.0,0.24,0.04,3.9,0.7276094952461352,1.3,0.6,1.0,2.0,43.68334155026483,1.0,,1.25,,,,3.0,10.5,2268482.499505723,526500.0,1755.0,,2638.0545093293817,2800.0,1910.0,,1.0,1355441.538747761,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,,2259.956169534049,0.0,,28.0,44100.0,10.0,,,,152999.58293189175,1
,0.3,0.4,6.1,0.6308611345926783,0.85,0.75,1.0,,39.081153153469245,1.0,,1.25,0.3,,0.0,,7.2,,1329523.33,1245.16,279.6814576820408,2881.083603145519,2800.0,1941.0,,,739005.159003255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,20.0,24000.0,,24000.0,,8736.0,,1
,0.24,0.15,,0.9583165866376048,,0.92,,2.0,6.0601383894874905,1.0,,1.25,,,0.0,,15.9,3190934.0137710767,265275.0,692.5,377.5970611115328,2665.0295720181102,2800.0,2013.0,10200.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,1266.3755956660375,0.0,,42.0,,2.0,,,,,0
0.0,,0.05,4.0,,1.3,0.6,1.0,0.0,,1.0,0.6,1.25,0.24,,0.0,5.0,17.5,7594081.154126544,808920.0,3370.5,331.03184821981705,2983.2367206062227,2800.0,2000.0,,1.0,2421156.1187755675,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4755.643477257287,25.0,40250.0,,38500.0,0.0,,,,162338.4024565551,1
0.0,0.31,0.1,3.7,0.8734833672585907,1.6,0.6,,0.0,83.40421804057907,,0.22,1.25,0.29,,,3.0,3.8,4125708.1955757793,,907.2,177.1843596656102,2748.0959261522185,2800.0,,36000.0,0.0,2872825.244260936,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,2.0,1752.0541873027332,0.0,,27.0,28350.0,,31500.0,,11520.0,224115.6057049504,0
,,,,,,,1.0,1.0,69.11914253211556,2.0,0.46,1.25,,3.0,0.0,3.0,15.4,,324490.0,1297.96,314.4031237193574,2880.3457741425555,2800.0,1976.0,,0.0,2591495.672711448,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,18.0,,0.0,,14160.0,,106287.5256740182,1
,0.39,0.25,2.05,0.7063797902727516,0.68,0.98,1.0,,28.55440767055792,1.0,0.63,1.25,0.39,,0.0,10.0,,7484832.329153722,,1600.0,318.557830159347,4296.188640647645,2800.0,2016.0,,1.0,555467.1258811192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,,9.0,,9.0,21600.0,,,,,31362.617725776392,1
,0.24,0.2,4.5,0.6042179345901364,1.05,,1.0,0.0,,1.0,0.64,1.25,0.24,4.0,0.0,,19.2,1322614.0897315657,655500.0,2622.0,315.5296535803302,2827.7371942781024,2800.0,1968.0,,1.0,2632547.949239346,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,6.0,1558.1121090782306,0.0,,18.0,27000.0,0.0,,,,120640.57827632304,1
,0.36,0.14,4.5,0.7551640973662755,0.86,0.91,1.0,1.0,,1.0,0.57,1.25,0.36,3.0,0.0,5.0,16.55,,811630.5,5410.87,357.2522163997578,4324.720947945329,2800.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,3.0,,,49200.0,40.0,179040.0,0.0,,,,38470.046624349736,1
,0.24,,,,1.6,0.6,1.0,0.0,10.053508034722752,1.0,,1.25,0.24,4.0,11.0,1.0,14.0,9876804.084102012,2784000.0,9280.0,293.30812832487817,2997.801735091749,,2005.0,,1.0,1354042.068350552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,107.0,168525.0,15.0,9375.0,,,85851.34374047435,1
0.0,0.31,,6.5,0.5901480814208608,0.83,0.77,1.0,1.0,,,0.31,1.25,0.31,3.0,7.0,3.0,7.2,,213670.8,534.18,52.7652071926012,2899.754936730448,2800.0,2013.0,,1.0,1234040.4405069114,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,27.0,30300.0,0.0,,,,107041.67346638488,1
593.3,0.24,,5.7,0.5607537697212133,0.87,0.7,1.0,1.0,31.32113605321206,1.0,0.53,1.25,0.34,3.0,0.0,8.0,10.5,,206300.0,1261.2,3.8518066154099984,2352.940668698844,2800.0,1901.0,,1.0,2822745.246116908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2907.10256346104,0.0,21380.0,16.0,62200.0,2.0,,,32688.0,134173.49885442824,1
0.0,0.31,0.07,3.1,0.609410718590613,0.77,,1.0,0.0,88.27043339204228,1.0,0.22,1.25,0.31,3.0,0.0,12.0,7.2,,,,342.7942811549143,2945.0515242273536,2800.0,1905.0,11520.0,1.0,2870094.746515342,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,96.0,120000.0,4.0,3840.0,,10248.0,118150.44088186476,1
,,,0.6,0.8403359633983856,0.75,1.1,1.0,0.0,26.242340749238732,1.0,0.22,1.25,0.44,2.0,0.0,2.0,7.2,3293827.9773773383,187800.0,626.0,49.00168900816587,,2800.0,2018.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,1.0,1665.8175217769417,0.0,,20.0,24000.0,4.0,3840.0,,,82111.46130832657,1
0.0,,,,,0.62,,1.0,1.0,58.77892569477916,1.0,0.5,1.25,0.39,3.0,0.0,7.0,14.4,3512354.840692602,140000.0,,232.86756219920923,2953.3334162686515,,,,,697793.1750483972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1107.8914327430546,0.0,,30.0,68000.0,0.0,,,,105413.17027050084,1
0.0,0.28,0.17,1.8,0.5714363196323923,0.74,0.7,1.0,2.0,50.16031565508295,1.0,0.41,1.25,0.28,2.0,0.0,3.0,10.55,1473015.1393397646,135198.0,579.42,255.12586864825255,2960.400606950094,2800.0,1950.0,,1.0,2458340.12865262,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,,10.0,,0.0,,,,57825.064900974015,1
0.0,,0.06,,,,0.66,1.0,0.0,95.53823787418288,1.0,0.5,1.25,0.26,2.0,0.0,4.0,13.8,,777245.0,3273.3,64.28853772192343,,2800.0,2000.0,,1.0,1970614.1193972009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,,0.0,,40.0,96000.0,0.0,,20160.0,,50061.68970978301,1
,,,,0.6529832361623622,,0.8,1.0,1.0,84.42716705465098,1.0,0.42,1.25,0.32,2.0,0.0,3.0,10.8,1493279.884505285,1394460.0,1647.0,81.61760650230941,,2800.0,2011.0,,,635537.955638269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,2.0,2177.2179581067894,0.0,,28.0,44300.0,8.0,,,,,1
,,,,0.5229622178666429,0.74,0.7,1.0,1.0,12.029257080315093,1.0,0.39,1.25,0.28,2.0,,15.0,15.3,9963494.65345784,1732500.0,3156.0,206.20084587164308,2614.5466677386244,2800.0,,39744.0,0.0,2464218.7520820424,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,4.0,3641.5741030290014,,,,155729.2,0.0,,8400.0,10176.0,72431.87684144515,0
0.0,0.32,0.16,2.3,,0.84,,1.0,,4.696693054821833,,0.31,1.25,0.32,3.0,0.0,,11.2,3966549.152470383,567575.0,2270.3,82.72273624084708,2744.4027204944955,2800.0,2021.0,,,1718947.2166555235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1708.4821351056448,0.0,,28.0,44800.0,8.0,9600.0,,21600.0,,1
,0.24,0.06,,,1.3,0.6,1.0,1.0,99.62193280588797,1.0,0.55,1.25,,,0.0,5.0,15.5,7225596.142985042,2062800.0,6876.0,137.61748263841204,2819.039713365628,2800.0,1912.0,,1.0,1579941.5565809812,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7211.870341291595,,62150.0,79.0,152625.0,0.0,,,,70749.48599766794,1
0.0,0.35,0.04,2.4,0.4702928907656453,0.57,0.86,,0.0,111.685963454634,1.0,0.31,1.25,0.35,1.0,0.0,5.0,7.2,5168532.250876922,144168.75,961.13,371.9341505482475,2905.4860499252213,2800.0,1906.0,6840.0,1.0,752244.641421488,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,,1213.128696666422,0.0,,37.0,44400.0,,10200.0,,,,1
,0.24,0.25,,0.318449576308413,0.5,0.6,1.0,,,1.0,,1.5,,1.0,0.0,6.0,,4006226.7581941104,,3913.01,45.70828009951535,2940.3276091121006,2800.0,2021.0,22080.0,1.0,2183717.032921493,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2815.8358565291264,0.0,,58.0,,0.0,,35856.0,28536.0,70510.02324315245,1
,0.31,0.13,4.5,,,,0.0,0.0,95.76661602001435,2.0,0.31,1.25,0.31,3.0,0.0,3.0,7.2,4491791.995056191,,540.0,7.856112180720572,2767.013998510432,2800.0,2006.0,,,2043477.22605175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,14.0,,4.0,3840.0,,,66779.76321064212,1
0.0,0.32,0.12,2.0,0.5036557556450655,0.68,0.8,1.0,,97.69212857933844,1.0,0.46,1.25,0.32,2.0,0.0,3.0,11.4,1392177.3373321672,327600.0,1222.0,20.391318940905933,2918.474083230943,2800.0,,38400.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,20.0,62670.0,,,,,110615.3018042932,1
,0.22,0.03,4.6,0.5315774774717691,0.89,0.55,,1.0,92.77660117915792,0.0,0.73,1.25,0.22,2.0,0.0,6.0,18.5,12812744.7230214,2491550.0,8896.4,124.29335482668712,4327.244064556057,2800.0,2003.0,32400.0,1.0,1877206.6379830828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,8278.903219271626,20.0,72000.0,,168400.0,0.0,,,,25564.542705084576,0
0.0,0.28,0.03,4.6,0.5125506497762395,0.74,0.7,1.0,0.0,96.59403489698023,1.0,0.22,1.25,0.28,2.0,0.0,7.0,7.2,,437820.0,1459.4,21.47157906808937,2676.862708084848,2800.0,1890.0,,0.0,2009341.0831372445,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,2.0,1806.6427748237295,,,40.0,48000.0,8.0,8000.0,,,,1
119.44,0.24,0.04,6.1,0.7634336312749366,1.3,0.6,1.0,0.0,,1.0,,1.25,,,0.0,5.0,,5804003.874497471,183540.0,492.32,102.61975987272903,2763.136242097616,2800.0,1993.0,,1.0,2110853.6044566077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,952.3868092789412,0.0,,,,0.0,,3780.0,,128572.35863804066,1
